year,state,crop,mean_yield_per_acre
2019,NEW YORK,Soybeans,46.4
2019,NORTH CAROLINA,Soybeans,36.8
2019,NORTH DAKOTA,Soybeans,33.9
2019,OHIO,Soybeans,48.2
2019,OKLAHOMA,Soybeans,27.0
2019,PENNSYLVANIA,Soybeans,48.6
2019,SOUTH CAROLINA,Soybeans,29.8
2019,SOUTH DAKOTA,Soybeans,43.5
2019,TENNESSEE,Soybeans,48.2
2019,TEXAS,Soybeans,31.0
2019,VIRGINIA,Soybeans,37.4
2019,WISCONSIN,Soybeans,46.6
2020,ALABAMA,Soybeans,39.8
2020,ARKANSAS,Soybeans,49.7
2020,DELAWARE,Soybeans,48.65714285714286
2020,GEORGIA,Soybeans,40.0
2020,ILLINOIS,Soybeans,60.8
2020,INDIANA,Soybeans,59.6
2020,IOWA,Soybeans,55.2
2020,KANSAS,Soybeans,43.4
2020,KENTUCKY,Soybeans,54.8
2020,LOUISIANA,Soybeans,55.0
2020,MARYLAND,Soybeans,47.6
2020,MICHIGAN,Soybeans,48.6
2020,MINNESOTA,Soybeans,51.2
2020,MISSISSIPPI,Soybeans,53.8
2020,MISSOURI,Soybeans,50.8
2020,NEBRASKA,Soybeans,59.6
2020,NEW JERSEY,Soybeans,41.2
2020,NEW YORK,Soybeans,50.0
2020,NORTH CAROLINA,Soybeans,38.0
2020,NORTH DAKOTA,Soybeans,34.6
2020,OHIO,Soybeans,55.8
2020,OKLAHOMA,Soybeans,29.8
2020,PENNSYLVANIA,Soybeans,48.0
2020,SOUTH CAROLINA,Soybeans,33.0
2020,SOUTH DAKOTA,Soybeans,47.8
2020,TENNESSEE,Soybeans,49.2
2020,TEXAS,Soybeans,36.8
2020,VIRGINIA,Soybeans,40.0
2020,WISCONSIN,Soybeans,53.6
2021,ALABAMA,Soybeans,44.4
2021,ARKANSAS,Soybeans,50.2
2021,DELAWARE,Soybeans,50.68571428571429
2021,GEORGIA,Soybeans,43.8
2021,ILLINOIS,Soybeans,64.2
2021,INDIANA,Soybeans,59.4
2021,IOWA,Soybeans,60.2
2021,KANSAS,Soybeans,40.8
2021,KENTUCKY,Soybeans,55.2
2021,LOUISIANA,Soybeans,53.2
2021,MARYLAND,Soybeans,51.8
2021,MICHIGAN,Soybeans,49.8
2021,MINNESOTA,Soybeans,47.0
2021,MISSISSIPPI,Soybeans,54.6
2021,MISSOURI,Soybeans,50.0
2021,NEBRASKA,Soybeans,61.0
2021,NEW JERSEY,Soybeans,42.6
2021,NEW YORK,Soybeans,53.2
2021,NORTH CAROLINA,Soybeans,39.4
2021,NORTH DAKOTA,Soybeans,25.3
2021,OHIO,Soybeans,57.4
2021,OKLAHOMA,Soybeans,26.8
2021,PENNSYLVANIA,Soybeans,52.4
2021,SOUTH CAROLINA,Soybeans,34.6
2021,SOUTH DAKOTA,Soybeans,39.6
2021,TENNESSEE,Soybeans,49.2
2021,TEXAS,Soybeans,36.4
2021,VIRGINIA,Soybeans,44.2
2021,WISCONSIN,Soybeans,52.2
2022,ALABAMA,Soybeans,42.4
2022,ARKANSAS,Soybeans,52.8
2022,DELAWARE,Soybeans,43.699999999999996
2022,GEORGIA,Soybeans,44.0
2022,ILLINOIS,Soybeans,64.2
2022,INDIANA,Soybeans,59.1
2022,IOWA,Soybeans,58.5
2022,KANSAS,Soybeans,31.1
2022,KENTUCKY,Soybeans,52.2
2022,LOUISIANA,Soybeans,48.0
2022,MARYLAND,Soybeans,45.8
2022,MICHIGAN,Soybeans,46.6
2022,MINNESOTA,Soybeans,50.0
2022,MISSISSIPPI,Soybeans,55.2
2022,MISSOURI,Soybeans,46.9
2022,NEBRASKA,Soybeans,51.0
2022,NEW JERSEY,Soybeans,30.8
2022,NEW YORK,Soybeans,49.4
2022,NORTH CAROLINA,Soybeans,37.7
2022,NORTH DAKOTA,Soybeans,35.0
2022,OHIO,Soybeans,55.7
2022,OKLAHOMA,Soybeans,17.0
2022,PENNSYLVANIA,Soybeans,45.2
2022,SOUTH CAROLINA,Soybeans,37.0
2022,SOUTH DAKOTA,Soybeans,40.2
2022,TENNESSEE,Soybeans,46.0
2022,TEXAS,Soybeans,28.4
2022,VIRGINIA,Soybeans,43.4
2022,WISCONSIN,Soybeans,53.4
2023,ALABAMA,Soybeans,42.6
2023,ARKANSAS,Soybeans,53.2
2023,DELAWARE,Soybeans,46.9
2023,GEORGIA,Soybeans,41.6
2023,ILLINOIS,Soybeans,61.6
2023,INDIANA,Soybeans,60.6
2023,IOWA,Soybeans,58.0
2023,KANSAS,Soybeans,28.4
2023,KENTUCKY,Soybeans,55.0
2023,LOUISIANA,Soybeans,42.8
2023,MARYLAND,Soybeans,47.4
2023,MICHIGAN,Soybeans,46.8
2023,MINNESOTA,Soybeans,48.2
2023,MISSISSIPPI,Soybeans,56.6
2023,MISSOURI,Soybeans,45.6
2023,NEBRASKA,Soybeans,53.9
2023,NEW JERSEY,Soybeans,43.4
2023,NEW YORK,Soybeans,52.0
2023,NORTH CAROLINA,Soybeans,39.1
2023,NORTH DAKOTA,Soybeans,33.7
2023,OHIO,Soybeans,57.6
2023,OKLAHOMA,Soybeans,24.4
2023,PENNSYLVANIA,Soybeans,47.4
2023,SOUTH CAROLINA,Soybeans,37.0
2023,SOUTH DAKOTA,Soybeans,43.2
2023,TENNESSEE,Soybeans,50.8
2023,TEXAS,Soybeans,32.0
2023,VIRGINIA,Soybeans,38.6
2023,WISCONSIN,Soybeans,48.0
2024,ALABAMA,Soybeans,32.0
2024,ARKANSAS,Soybeans,55.4
2024,DELAWARE,Soybeans,44.05714285714286
2024,GEORGIA,Soybeans,42.6
2024,ILLINOIS,Soybeans,65.4
2024,INDIANA,Soybeans,61.2
2024,IOWA,Soybeans,61.8
2024,KANSAS,Soybeans,37.8
2024,KENTUCKY,Soybeans,50.8
2024,LOUISIANA,Soybeans,51.4
2024,MARYLAND,Soybeans,45.2
2024,MICHIGAN,Soybeans,50.2
2024,MINNESOTA,Soybeans,47.4
2024,MISSISSIPPI,Soybeans,57.2
2024,MISSOURI,Soybeans,49.6
2024,NEBRASKA,Soybeans,58.7
2024,NEW JERSEY,Soybeans,38.8
2024,NEW YORK,Soybeans,53.0
2024,NORTH CAROLINA,Soybeans,37.2
2024,NORTH DAKOTA,Soybeans,37.5
2024,OHIO,Soybeans,53.6
2024,OKLAHOMA,Soybeans,24.2
2024,PENNSYLVANIA,Soybeans,44.0
2024,SOUTH CAROLINA,Soybeans,36.4
2024,SOUTH DAKOTA,Soybeans,45.8
2024,TENNESSEE,Soybeans,45.8
2024,TEXAS,Soybeans,37.8
2024,VIRGINIA,Soybeans,43.6
2024,WISCONSIN,Soybeans,51.4
2025,ALABAMA,Soybeans,38.333333333333336
2025,ARKANSAS,Soybeans,56.0
2025,DELAWARE,Soybeans,47.0
2025,GEORGIA,Soybeans,53.0
2025,ILLINOIS,Soybeans,65.0
2025,INDIANA,Soybeans,61.333333333333336
2025,IOWA,Soybeans,64.33333333333333
2025,KANSAS,Soybeans,38.0
2025,KENTUCKY,Soybeans,44.0
2025,LOUISIANA,Soybeans,53.666666666666664
2025,MARYLAND,Soybeans,46.333333333333336
2025,MICHIGAN,Soybeans,52.0
2025,MINNESOTA,Soybeans,53.0
2025,MISSISSIPPI,Soybeans,55.666666666666664
2025,MISSOURI,Soybeans,51.666666666666664
2025,NEBRASKA,Soybeans,59.666666666666664
2025,NEW JERSEY,Soybeans,42.666666666666664
2025,NEW YORK,Soybeans,48.0
2025,NORTH CAROLINA,Soybeans,39.333333333333336
2025,NORTH DAKOTA,Soybeans,36.666666666666664
2025,OHIO,Soybeans,56.333333333333336
2025,OKLAHOMA,Soybeans,27.666666666666668
2025,PENNSYLVANIA,Soybeans,45.666666666666664
2025,SOUTH CAROLINA,Soybeans,36.333333333333336
2025,SOUTH DAKOTA,Soybeans,47.0
2025,TENNESSEE,Soybeans,45.333333333333336
2025,TEXAS,Soybeans,25.0
2025,VIRGINIA,Soybeans,45.333333333333336
2025,WISCONSIN,Soybeans,54.333333333333336
